name,stars,collected_at,domain
w1u2d3i4/multitown,201,2026-09-26,AI Agent
timczm/tinyagent,256,2026-09-26,AI Agent
Neko3000/deepseek-whalechan,153,2026-09-26,AI Agent
wkbin/taixu,97,2026-09-26,AI Agent
kirincolor/openmesh,218,2026-09-26,AI Agent
ADScanPro/Claude-AD,204,2026-09-26,AI Agent
nateherkai/scroll-craft,2770,2026-09-26,AI Agent
ericlitman/open-pstack,313,2026-09-26,AI Agent
yeswehack/claude-kit,97,2026-09-26,AI Agent
totec448-spec/chat-on-steroids,4036,2026-09-26,AI Agent
Player-YN/PawWork_ZhuaZhua,2856,2026-09-26,AI Agent
op7418/guizang-yingzao-skill,460,2026-09-26,AI Agent
AlephAITech/DoubaoWorkGuide,184,2026-09-26,AI Agent
Continuum-AI-Corp/OrcaReplay,266,2026-09-26,AI Agent
zhu1090093659/dsh-trading,209,2026-09-26,AI Agent
PaulineWang183/daytrace,107,2026-09-26,AI Agent
Lincb522/GitGatto,297,2026-09-26,AI Agent
Tcotl/AgentCapture,122,2026-09-26,AI Agent
BoardUI/boardui,529,2026-09-26,AI Agent
JordyZomer/lemmalog,322,2026-09-26,AI Agent
QwenLM/E-CommerceBench,105,2026-09-26,AI Agent
anthropics/commerce-agents,3051,2026-09-26,AI Agent
jarrenrocks/bot-crossing,698,2026-09-26,AI Agent
Human-Agent-Society/reef,5155,2026-09-26,AI Agent
cbrock84/headcount,1669,2026-09-26,AI Agent
AbuZar-Ansarii/Needle,122,2026-09-26,AI Agent
Mercor-Intelligence/ApexAgents-SkyRL-Recipe,206,2026-09-26,AI Agent
Nanako0129/sepia,2846,2026-09-26,AI Agent
Shopify/claude-for-commerce-examples,136,2026-09-26,AI Agent
SpatiaOS/Procedura,320,2026-09-26,AI Agent
ashutoshsinghpr7/wikiskill,249,2026-09-26,AI Agent
Agenta-AI/awesome-ai-agent-platforms,311,2026-09-26,AI Agent
seekskyworld/CreatPPT,145,2026-09-26,AI Agent
2akouwu/reverify,1246,2026-09-26,AI Agent
Iwtbs27/collab-agent,479,2026-09-26,AI Agent
kyky2347/ALTA,764,2026-09-26,AI Agent
brayonpi/hexstellar,1275,2026-09-26,AI Agent
vicoa-ai/vicoa,345,2026-09-26,AI Agent
lotchuazzz-crypto/papergraph-mcp,269,2026-09-26,AI Agent
bushm2092-del/agent-weave,205,2026-09-26,AI Agent
ZJU-REAL/Easel,1438,2026-09-26,AI Agent
camilleroux/genart-skill,142,2026-09-26,AI Agent
s0xDk/refactoring-ui-skill,569,2026-09-26,AI Agent
gozen3ji/consulting-pptx-skill,731,2026-09-26,AI Agent
sharptoolbox/ontology-driven-dev,354,2026-09-26,AI Agent
qunqin24/Pulse,467,2026-09-26,AI Agent
ARahim3/kaggle-tpu-lab,532,2026-09-26,AI Agent
nickelsec/bough,99,2026-09-26,AI Agent
lintsinghua/paint-mv-skills,14,2026-09-26,AI Agent
alphaparkinc/genpark-multidimensional-pricing-matrix-engine-skill,7,2026-09-26,AI Agent
alphaparkinc/genpark-billing-spend-anomaly-guard-skill,7,2026-09-26,AI Agent
Alpha-Park/genpark-billing-spend-anomaly-guard-skill,7,2026-09-26,AI Agent
Alpha-Park/genpark-multidimensional-pricing-matrix-engine-skill,7,2026-09-26,AI Agent
sixtysevenlf/dsh-skill-blender-modeling,4,2026-09-26,AI Agent
nimbusxr/axx,2,2026-09-26,AI Agent
holasoymalva/jev-test-impact,2,2026-09-26,AI Agent
Ink-dark/dsh-adversarial-review-preset,1,2026-09-26,AI Agent
xiong529/dsh-max-thinking-mode,1,2026-09-26,AI Agent
siguadht/yanlian-ai-sales-coach,1,2026-09-26,AI Agent
1231Johnny/claude-skills,1,2026-09-26,AI Agent
S4US/Roqer,1,2026-09-26,AI Agent
goosehouse-llc/redde,1,2026-09-26,AI Agent
looper42/mobile_agent,1,2026-09-26,AI Agent
ggfgfgf-on/dsh-trajectory-anchor,1,2026-09-26,AI Agent
TingGeorge/excalidraw-mac,1,2026-09-26,AI Agent
Chiru144/Spotify-MCP-Web-MCP-Server,1,2026-09-26,AI Agent
zidniryi/tupa,1,2026-09-26,AI Agent
zlZayn/dsh-workbuddy-bridge,1,2026-09-26,AI Agent
asifiqbal91/zendesk-skills,1,2026-09-26,AI Agent
huzjie/rhythmforge,1,2026-09-26,AI Agent
incordai/Inzap,1,2026-09-26,AI Agent
thintsing/agent-checkin,0,2026-09-26,AI Agent
jian25746-prog/caijing-kuaibao-skill,0,2026-09-26,AI Agent
ShaneioCantrai/maplemcp,0,2026-09-26,AI Agent
fsodanogm2dev/opencode-jev-plugin,0,2026-09-26,AI Agent
Apineed/claude-sonnet-5-api,0,2026-09-26,AI Agent
theeagler1234-alt/RL-tag,0,2026-09-26,AI Agent
zouyichen2002-droid/IncidentDesk,0,2026-09-26,AI Agent
RegiMaria/potencia-ia-criadoras-do-futuro,0,2026-09-26,AI Agent
darkhorseprojects/agent-connector,0,2026-09-26,AI Agent
JIAFENG123/JIAFENG123,0,2026-09-26,AI Agent
Apineed/grok-4-6-api,0,2026-09-26,AI Agent
MdSadman2004/socratic-engine,0,2026-09-26,AI Agent
Lichangfocus/focus-workspace,0,2026-09-26,AI Agent
tianyuleishen/palatmind-agent,0,2026-09-26,AI Agent
King4s/jev-game-engine,0,2026-09-26,AI Agent
fengqing008/weishuihuanbao,0,2026-09-26,AI Agent
MMDBadCoder/flora-ai-teammate,0,2026-09-26,AI Agent
Clannadad/codex-bridge-oss,0,2026-09-26,AI Agent
lichj06/android-virtual-display,0,2026-09-26,AI Agent
tarrgor/sdd-workflow-skills,0,2026-09-26,AI Agent
Adverbial-cobweb86/harness-audit,0,2026-09-26,AI Agent
bikram73/LeadIQ_AI,0,2026-09-26,AI Agent
Kaede0614/dsh-history-fictionologists,0,2026-09-26,AI Agent
geninchristophe888-spec/skillbox,0,2026-09-26,AI Agent
ericgla/hermes-agent-home-assistant-voice,0,2026-09-26,AI Agent
DaragonTech/TriLayerQR,0,2026-09-26,AI Agent
kubainter/botex-harness,0,2026-09-26,AI Agent
Nagacash/naga-codex-skills,0,2026-09-26,AI Agent
Raj01701/n8n-support-desk,0,2026-09-26,AI Agent
chendashi666/operit-ai-desktop_mod-by-dashi,0,2026-09-26,AI Agent
RobSpectre/hermes-watch,0,2026-09-26,AI Agent
gggg312/FileStampWatermark,0,2026-09-26,AI Agent
Adi-Sacifer/dsh-session-recall,0,2026-09-26,AI Agent
deepseek-harness-java/tutoring-book,0,2026-09-26,AI Agent
darkhorseprojects/zinc,0,2026-09-26,AI Agent
gim47656-ship-it/CUELO,0,2026-09-26,AI Agent
JUXN1988/noviark,0,2026-09-26,AI Agent
Apineed/qwen3-8-max-api,0,2026-09-26,AI Agent
GitHub-Xzhi/dsh-simple-worktree-plus,0,2026-09-26,AI Agent
TangoEnSkai/gofer,0,2026-09-26,AI Agent
alimdemir/job-opportunity-mcp-agent,0,2026-09-26,AI Agent
mosserii/micmic,0,2026-09-26,AI Agent
deepseek-harness-java/deploy-monitor,0,2026-09-26,AI Agent
osmancancet/argor,0,2026-09-26,AI Agent
youseiushida/agent-in-chrome,0,2026-09-26,AI Agent
yxj1915/dsh-shejing,0,2026-09-26,AI Agent
ilps2/job-resume-skill,0,2026-09-26,AI Agent
eliciacogitative9377/Perch,0,2026-09-26,AI Agent
deepseek-harness-java/tea-shop,0,2026-09-26,AI Agent
MdSadman2004/AgentForge,0,2026-09-26,AI Agent
digitalcomposer/prompt-optimizer-plugin,0,2026-09-26,AI Agent
naingthet/tidebreak,0,2026-09-26,AI Agent
undsky/doudou-remotion-whiteboard-skill,0,2026-09-26,AI Agent
ecocee/Deltu,0,2026-09-26,AI Agent
CSlawyer1985/dsh-jev-router,0,2026-09-26,AI Agent
MdSadman2004/Atlas,0,2026-09-26,AI Agent
ranjeetkumarsupaul5-svg/city-intelligence-system,0,2026-09-26,AI Agent
diancangdu/dsh-self-improve,0,2026-09-26,AI Agent
Apineed/glm-5-3-api,0,2026-09-26,AI Agent
MdSadman2004/hermes-orchestrator,0,2026-09-26,AI Agent
huaxianyan/skills,0,2026-09-26,AI Agent
dylanatl15/poker-player-agent,0,2026-09-26,AI Agent
Altio-Studio/.github,0,2026-09-26,AI Agent
moisesvalero/android-home-server,0,2026-09-26,AI Agent
Synforger/claude-pwa-client,0,2026-09-26,AI Agent
ismam-tasnime/ai-email-assistant-for-dental-clinic,0,2026-09-26,AI Agent
fuzhengwei/tutoring-book,0,2026-09-26,AI Agent
LVZFR/agent-in-a-py,0,2026-09-26,AI Agent
ryanilano/a11y-fix-agent,0,2026-09-26,AI Agent
machanism-org/ghostwriter-py,0,2026-09-26,AI Agent
plutocoach/warden,0,2026-09-26,AI Agent
diancangdu/agent-hard-rules-manager-public,0,2026-09-26,AI Agent
xemoon123/opencode-feishu-bridge,0,2026-09-26,AI Agent
Apineed/gpt-5-6-luna-api,0,2026-09-26,AI Agent
AvadhootSmart/VibeOps,0,2026-09-26,AI Agent
deepseek-harness-java/pm-workbench,0,2026-09-26,AI Agent
deepseek-harness-java/photography-studio,0,2026-09-26,AI Agent
deepseek-harness-java/errand-service,0,2026-09-26,AI Agent
rommm13/openclaw-pocketbookcloud,0,2026-09-26,AI Agent
Apineed/deepseek-v4-pro-api,0,2026-09-26,AI Agent
baneeishaque-ompventure/ai-agent-cloud-ops-demo,0,2026-09-26,AI Agent
phuchb204/agentqa,0,2026-09-26,AI Agent
Mokshith-9391/mcp-6-servers-docker,0,2026-09-26,AI Agent
MdSadman2004/hermes-mobile,0,2026-09-26,AI Agent
deepseek-harness-java/test-workbench,0,2026-09-26,AI Agent
Ardythrunresistant2575/awesome-dsh-plugin,0,2026-09-26,AI Agent
nyosegawa/asist,0,2026-09-26,AI Agent
ikequan/fox-1,0,2026-09-26,AI Agent
xielizhi2005/AutoCAD-2026-Free,0,2026-09-26,AI Agent
Apineed/gemini-3-8-flash-api,0,2026-09-26,AI Agent
contad2045/motita,0,2026-09-26,AI Agent
yang20040317-svg/project-registry,0,2026-09-26,AI Agent
Elvaclassical3423/agentry,0,2026-09-26,AI Agent
lbframe/agent-visual-diff,0,2026-09-26,AI Agent
supanmaniar/salesforce-mc-next-mcp,0,2026-09-26,AI Agent
deepseek-harness-java/dev-collab,0,2026-09-26,AI Agent
Snodrod/ai-support-agent,0,2026-09-26,AI Agent
WebCarePro/ai-audit-docker,0,2026-09-26,AI Agent
jaccen/AI-deployment-engineering,0,2026-09-26,AI Agent
Synforger/agent-template,0,2026-09-26,AI Agent
Apineed/gpt-5-6-sol-api,0,2026-09-26,AI Agent
Adi-Sacifer/dsh-computer-use,0,2026-09-26,AI Agent
ahad-glitch8291/agentbreaker,0,2026-09-26,AI Agent
AdityaMalik5/Local-AI-Agent-With-Tool-Calling,0,2026-09-26,AI Agent
diancangdu/dsh-agent-memory-public,0,2026-09-26,AI Agent
RT2231/tsubuyomi,0,2026-09-26,AI Agent
Apineed/gpt-5-5-api,0,2026-09-26,AI Agent
deepseek-harness-java/swimming-pool,0,2026-09-26,AI Agent
dylanatl15/pc-builder-agent,0,2026-09-26,AI Agent
mobstardos/llm-agent,0,2026-09-26,AI Agent
gagandeep02/llm-agent-reliability,0,2026-09-26,AI Agent
artoom31/llm-agent-stack,0,2026-09-26,AI Agent
adarshadash/mcp-llm-agent-beginner,1,2026-09-26,AI Agent
PurposeOluwadahunsi/dsn-bootcamp-llm-agent-2026,0,2026-09-26,AI Agent
WinnieShaw/Causal-Evaluation-of-Recovery-in-LLM-Agents,0,2026-09-26,AI Agent
zhaoxiaofei/paper-refine,0,2026-09-26,AI Agent
Elakkiya16/LALM,0,2026-09-26,AI Agent
TAKUYA0608-dev/cmn-c1-578,0,2026-09-26,AI Agent
iamgarvit/wifi-doctor,0,2026-09-26,AI Agent
buckmoon/agent-plugins,0,2026-09-26,AI Agent
NickBwalley/ai-engineering-in-production,0,2026-09-26,AI Agent
steve-alex999/alert-triage-agent,0,2026-09-26,AI Agent
Mby611/CCE-Mobility,0,2026-09-26,AI Agent
cosmindxu/mbse-workflow,0,2026-09-26,AI Agent
ibrahim1214/looplab,0,2026-09-26,AI Agent
Yatsuiii/ratlab,0,2026-09-26,AI Agent
Junjue-Wang/DORA,1,2026-09-26,AI Agent
Brucala123/StudyAI,0,2026-09-26,AI Agent
Anay704/trace,0,2026-09-26,AI Agent
vetrivenki/python-ai-bootcamp,0,2026-09-26,AI Agent
YeeDEA/quantcliff,1,2026-09-26,AI Agent
Hwanhui02/safewebfetch,0,2026-09-26,AI Agent
antonsoo/tracelens,0,2026-09-26,AI Agent
prthm412/conduit,0,2026-09-26,AI Agent
NizarKenny/lead-funnel-kit,0,2026-09-26,AI Agent
r800360/chip-rl,0,2026-09-26,AI Agent
alif-s17/stageGuard,0,2026-09-26,AI Agent
keiraleal/covert-action-environment,0,2026-09-26,AI Agent
latentlok/agentwell,0,2026-09-26,AI Agent
pavanyadava007/isa-agent,0,2026-09-26,AI Agent
nagakamma21/data-quality-agent,0,2026-09-26,AI Agent
fbzz/council-book,0,2026-09-26,AI Agent
rohanshinde24/LedgerFlow,0,2026-09-26,AI Agent
rajatslakhina/scope-drift-kit,0,2026-09-26,AI Agent
nanditamenon003/category-pulse,0,2026-09-26,AI Agent
arumds/diagnosis-to-pr-agent,0,2026-09-26,AI Agent
Syeda-Fiza-Gilani/agent-eval-dashboard,0,2026-09-26,AI Agent
bdpgmbv/agent-control-plane,0,2026-09-26,AI Agent
shuvrajeetkamila/rsd-framework,0,2026-09-26,AI Agent
StarlinChristopher/open-code-review,0,2026-09-26,AI Agent
Vamsii25/AI-Squat-Analysis,0,2026-09-26,AI Agent
YujianboIsMe/memfold,0,2026-09-26,AI Agent
amitshekhariitbhu/ai-system-design,161,2026-09-26,AI Agent
ANDRETRIPOL/OpenGhost,19,2026-09-26,AI Agent
bestagentkits/motion-video-skill,47,2026-09-26,AI Agent
fALECX/agentic-harness-tips,4,2026-09-26,AI Agent
rawwr-ship/Agentic,0,2026-09-26,AI Agent
priiya6/Agentic,0,2026-09-26,AI Agent
javascript-pro/agentic,1,2026-09-26,AI Agent
felixgardasimatupang-ui/AGENTIC,0,2026-09-26,AI Agent
Pierre080/agentic,0,2026-09-26,AI Agent
manvithpoojary9/AGENTIC,0,2026-09-26,AI Agent
gijmij/agentic,0,2026-09-26,AI Agent
madhavsai198/agentic,0,2026-09-26,AI Agent
lukeTheNeuromancer/agentic-ai-system-design-primer-zh,6,2026-09-26,AI Agent
sunilnair96/AgenticAIOps,0,2026-09-26,AI Agent
fcsehan/AgenticAEGIS,0,2026-09-26,AI Agent
rahulnsecc/agenticAI,0,2026-09-26,AI Agent
teohteiktoe-glitch/agenticAI,0,2026-09-26,AI Agent
alneox2026/agentic9,0,2026-09-26,AI Agent
ipandian0404/agenticSDLC,0,2026-09-26,AI Agent
alneox2026/agentic10,0,2026-09-26,AI Agent
jaison3141/AgenticAI,0,2026-09-26,AI Agent
clanker25/agenticSeek,0,2026-09-26,AI Agent
frederpaucara/agenticpoc1,0,2026-09-26,AI Agent
premshaw04/AgenticAI_project,0,2026-09-26,AI Agent
AdityaGayan/Fintech_AgenticAI,0,2026-09-26,AI Agent
Xuanxuana1/AgenticRL_Handoff,0,2026-09-26,AI Agent
YashAI-25/AgenticAIChatBot,0,2026-09-26,AI Agent
kmshirishadeva/infosys_AgenticAI,0,2026-09-26,AI Agent
marcustanforwork/agenticAdsManager,0,2026-09-26,AI Agent
Ritee17/AgenticAI-Event-Planner,0,2026-09-26,AI Agent
gollapothubalu/AgenticAi-Assignment_1,0,2026-09-26,AI Agent
kancharlas-git/AgenticAIWithClaudeAndCopilot,0,2026-09-26,AI Agent
giridhar1103/RevPr_AgenticPrReview,0,2026-09-26,AI Agent
samrat-dhakal-11/AgenticAi-by-LangGraph,0,2026-09-26,AI Agent
Azansoh/langgraph-parallel-workflow-AgenticAI,0,2026-09-26,AI Agent
shauryasinghjadaundem2026-web/RenewalRisk_RevenueRetention_AgenticSystem,0,2026-09-26,AI Agent
varshiniravada04-glitch/AgenticX-Task1-Data-Cleaning,0,2026-09-26,AI Agent
chohan10/Agentic-AI-My-First-Agentic-AI-System,0,2026-09-26,AI Agent
myahyazahid/agentickost,0,2026-09-26,AI Agent
iamoscarlitodev/agenticcoding,0,2026-09-26,AI Agent
RAFAEL-SILVASOUZA/squad-agentica,0,2026-09-26,AI Agent
AshJha0/agentic-trader,0,2026-09-26,AI Agent
siddharth-ranjan/agentic-project,0,2026-09-26,AI Agent
BleakNarratives/Agentic-Almanac,0,2026-09-26,AI Agent
kiruba56/agentic-inbox,0,2026-09-26,AI Agent
jaycorpstudios/agentic-development,0,2026-09-26,AI Agent
Alaa47622/Agentic-AI,0,2026-09-26,AI Agent
NTUT-Vincent/agentic-ui,0,2026-09-26,AI Agent
Prabhash-hub/Agentic_Chatbot,0,2026-09-26,AI Agent
CODA-Research/agentic-notebooks,0,2026-09-26,AI Agent
KartikGandhare/Agentic-AI,0,2026-09-26,AI Agent
rs-raghu/Agentic-AI,0,2026-09-26,AI Agent
pavannaidu/agentic-cpq,0,2026-09-26,AI Agent
karan5028ji/swarmforge-agentic,0,2026-09-26,AI Agent
bala146/buildwithgemini-agenticops,0,2026-09-26,AI Agent
JerssonMoros/patrones-agenticos,0,2026-09-26,AI Agent
sunpsfoo/agentic-workshop,0,2026-09-26,AI Agent
MachoMono/agentic-orchestrator,0,2026-09-26,AI Agent
vivekbg123/Agentic-Chatbot,0,2026-09-26,AI Agent
k-heman/agentic_royals,0,2026-09-26,AI Agent
zwzzwz12138/Agentic-AI-,0,2026-09-26,AI Agent
botkinkrumroy342-pixel/Agentic-AI-,0,2026-09-26,AI Agent
hhgggghdd/Agentic-AI-,0,2026-09-26,AI Agent
PandaZhang1108/agentic-rag,0,2026-09-26,AI Agent
Ayaj04/Studio-Agentic,0,2026-09-26,AI Agent
casiimir/agentic-EXPT,0,2026-09-26,AI Agent
danielgarciaperal2001-glitch/agentic-workflow,0,2026-09-26,AI Agent
suhaniakodiya16/agentic-chatbot,0,2026-09-26,AI Agent
JohnStrunk/agentic-factory,0,2026-09-26,AI Agent
AgentParadise/agentic-skills,0,2026-09-26,AI Agent
mikelgh/agentic-ledger,0,2026-09-26,AI Agent
orchestor/agentic-workflow,0,2026-09-26,AI Agent
abderem/agentic_testing,0,2026-09-26,AI Agent
ghhjhjj111/-Agentic-AI-,0,2026-09-26,AI Agent
SoniAkash9140/Agentic-AI-,0,2026-09-26,AI Agent
ubedkhn/Agentic-chatbot,0,2026-09-26,AI Agent
BharathiGaneshkumar/agentic-bms,0,2026-09-26,AI Agent
Ajaysakle721/Agentic_chatbot,0,2026-09-26,AI Agent
yjamil8/agentic-workflow,0,2026-09-26,AI Agent
dsgdhtttt/Agentic-AI-,0,2026-09-26,AI Agent
Samviksanjee/Agentic-RAG,0,2026-09-26,AI Agent
ccasdqwe111/Agentic-AI-,0,2026-09-26,AI Agent
firdhousi/agentic-ai,0,2026-09-26,AI Agent
syed-ashfaq/Agentic-AI,0,2026-09-26,AI Agent
owenp0502-sudo/agentic-trading,0,2026-09-26,AI Agent
tyranthOM/agentic-rag,0,2026-09-26,AI Agent
deepu219/agentic-ai,0,2026-09-26,AI Agent
truongtrongthe/agentic_workmgmt,0,2026-09-26,AI Agent
smithar106/Agentic-Portfolio,0,2026-09-26,AI Agent
fghdhtfdu/-Agentic-AI-,0,2026-09-26,AI Agent
jjhhhkkj/Agentic-AI-,0,2026-09-26,AI Agent
haid-er/agentic-portfolio,0,2026-09-26,AI Agent
xunaidahmed/agentic-ai,0,2026-09-26,AI Agent
rundong013-oss/agentic-portfolio,0,2026-09-26,AI Agent
YoungSx/agentic-inbox,0,2026-09-26,AI Agent
VanillaFairy/agentic-plugins,0,2026-09-26,AI Agent
Sajid11patel/agentic-chatbot,0,2026-09-26,AI Agent
dvazqueb11/agentic_workflow,0,2026-09-26,AI Agent
s-keerthna/Agentic-AI,0,2026-09-26,AI Agent
AgentParadise/agentic-workspace,0,2026-09-26,AI Agent
imhttran/agentic-sdlc,0,2026-09-26,AI Agent
Kaustubh-Guptaa/agentic-ai,0,2026-09-26,AI Agent
anudeepnakka3-star/Agentic-AI,0,2026-09-26,AI Agent
abhi-mis/Documentation-Agentic,0,2026-09-26,AI Agent
fza/agentic-helpers,0,2026-09-26,AI Agent
Hamjeth68/agentic-pentesting,0,2026-09-26,AI Agent
Thoppanasupriya-prog/Agentic_ai,0,2026-09-26,AI Agent
Omkar98m/Agentic-Rag,0,2026-09-26,AI Agent
Roshini-5/AGENTIC-AI,0,2026-09-26,AI Agent
clixsensehamilton/agentic-os,0,2026-09-26,AI Agent
Santhosh7aryan/agentic-ai,0,2026-09-26,AI Agent
AZMEERACHARAN/Agentic-ai,0,2026-09-26,AI Agent
gabe-santana/agentic-mesh,0,2026-09-26,AI Agent
sachinkmohan/agentic-coding,0,2026-09-26,AI Agent
mikael-arq/agentic-tools,0,2026-09-26,AI Agent
AmanStarLitePro/Agentic-Quiz,0,2026-09-26,AI Agent
NaivedyaVishwakarma/Agentic_Chatbot,0,2026-09-26,AI Agent
Rithikesh2986/AGENTIC-AI,0,2026-09-26,AI Agent
ghhjhjj111/Agentic-AI-,0,2026-09-26,AI Agent
jenniferpatel-ops/agentic-intake-pipeline,0,2026-09-26,AI Agent
hackee-fr/agentic-log-analyzer,0,2026-09-26,AI Agent
ashasurabhi/Agentic-Power-BI,0,2026-09-26,AI Agent
achalla-ramakrishna/agentic-ats-codewalnut,0,2026-09-26,AI Agent
m-buddhapriya/agentic-ai-assistant,0,2026-09-26,AI Agent
05akash06/agentic-react-engine,0,2026-09-26,AI Agent
msaifullahabdullah/agentic-os-starter,0,2026-09-26,AI Agent
suo3/agentic-tdd-cache,0,2026-09-26,AI Agent
Xenix-Solutions/xamkit-agentic-methodology,0,2026-09-26,AI Agent
rdbmax/agentic-loops-talk,0,2026-09-26,AI Agent
arjunpanneerselvam210/AGENTIC-ANALYTICS-PLATFORM,0,2026-09-26,AI Agent
dhanidhi58-rgb/Agentic-Chatbot-Project,0,2026-09-26,AI Agent
philomaths6-sys/Agentic-RE-SDLC,0,2026-09-26,AI Agent
Zorgof/agentic-slack-assistant,0,2026-09-26,AI Agent
Spradhajain/skills-agentic-workflows-,0,2026-09-26,AI Agent
vidyya114/Sap-agentic_ai,0,2026-09-26,AI Agent
Hassnain45/agentic-rag-project,0,2026-09-26,AI Agent
arturoappp/agentic-workflows-project,0,2026-09-26,AI Agent
sureshmanem/claude-agentic-starter,0,2026-09-26,AI Agent
asdfqwe1457/-Agentic-AI-1-,0,2026-09-26,AI Agent
versantus/agentic-fitness-sync,0,2026-09-26,AI Agent
Alexander-Zhukov/vaultwarden-agentic-mcp,0,2026-09-26,AI Agent
code-with-abhi-i5/Agentic_system_frontend,1,2026-09-26,AI Agent
Nef33/zincbank-agentic-qa,0,2026-09-26,AI Agent
sprasanna86coder/agentic-sdlc-2,0,2026-09-26,AI Agent
imnimisha-ui/wearedev1agenticsdlc,0,2026-09-26,AI Agent
aipusulaofficial-cyber/agentic-engineering-platform,0,2026-09-26,AI Agent
artipfw/agentic-worflow-workshop,0,2026-09-26,AI Agent
Technokrat-didier/AGENTIC-AI-PROTOTYPE,0,2026-09-26,AI Agent
AkhilDhruva/overseer-agentic-memory,0,2026-09-26,AI Agent
AAH20/agentic-fintech-kernel,0,2026-09-26,AI Agent
SANDEEP-K15/agentic-research-intelligence,0,2026-09-26,AI Agent
kajalprasad824/Agentic-LangGraph,0,2026-09-26,AI Agent
mscott9160-web/agentic-workflows-workshop,0,2026-09-26,AI Agent
bxrs/agentic-rag-service,0,2026-09-26,AI Agent
aemadhavan/production-agentic-rag,0,2026-09-26,AI Agent
UnclesLibrary/agentic-workflows-library,0,2026-09-26,AI Agent
Mann-gupta1/agentic-support-triage,0,2026-09-26,AI Agent
lawrenceganesh/Agentic-Coding-CLI,0,2026-09-26,AI Agent
tishanchristopherprakash/agentic-pr-guardian,0,2026-09-26,AI Agent
pokt-network/agentic-portal-mcp,0,2026-09-26,AI Agent
aprocopov-gif/agentic-qa-practicum,0,2026-09-26,AI Agent
zahansafallwa1511/learn-agentic-ai,0,2026-09-26,AI Agent
Marvellbrazil/my-agentic-skills,1,2026-09-26,AI Agent
SaltyBrett/agentic-dev-template,0,2026-09-26,AI Agent
JeroenPullen/CVCreatorAgenticEngineering,0,2026-09-26,AI Agent
tkdevops-commit/agentic-threat-defence,0,2026-09-26,AI Agent
sanjaykarthickofficial03/agentic-ai-project,0,2026-09-26,AI Agent
sashikala-v/agentic_healthcare_assistant,0,2026-09-26,AI Agent
etemigarba/Agentic-Engineering-Skills,0,2026-09-26,AI Agent
SangramPuri/agentic-rag-system,0,2026-09-26,AI Agent
Hidano-Dev/agentic-dev-harness,0,2026-09-26,AI Agent
waleed563/agentic-rag-debugger,0,2026-09-26,AI Agent
yoyo967/Agenticum-Production-Brain,0,2026-09-26,AI Agent
wanesurf/afterhours-agentic-dao,0,2026-09-26,AI Agent
ganne-gopi-chandu/simple-agentic-Project,0,2026-09-26,AI Agent
K1NGOFM3N/Commercial_Agentic_Ai,0,2026-09-26,AI Agent
sbittla/building-agentic-ai,0,2026-09-26,AI Agent
ADkun/agentic-doc-skill,0,2026-09-26,AI Agent
Sowjanya45/agentic-code-reviewer,0,2026-09-26,AI Agent
Kd1880/agentic-analytics-assistant,0,2026-09-26,AI Agent
JonSmithTLT/Agentic-Engineering-Workflow,0,2026-09-26,AI Agent
shalwin04/agentic-ai-workshop,0,2026-09-26,AI Agent
PrathibhaAvvari/agentic-rag-assistant,0,2026-09-26,AI Agent
inghms/IA-Agentic-Security,0,2026-09-26,AI Agent
pratiksha-dhavane/agentic-ticket-triage,0,2026-09-26,AI Agent
Saubhagya321/agentic-ai-handson,0,2026-09-26,AI Agent
weincoder/agentic-flutter-vertex,0,2026-09-26,AI Agent
AyushShahi01/Agentic-AI-Project,0,2026-09-26,AI Agent
Bhamare-Vinit/research_agentic_system,0,2026-09-26,AI Agent
Alojz92/governed-agentic-boilerplate,0,2026-09-26,AI Agent
gowthammani20/agentic-ai-assistant,0,2026-09-26,AI Agent
davidpv/ia-agentica-kb,0,2026-09-26,AI Agent
yannbellot/agentic-design-club,0,2026-09-26,AI Agent
1324Akash/agentic-react-engine,0,2026-09-26,AI Agent
domini-code/el-developer-agentico,0,2026-09-26,AI Agent
dysonfrost/cncf-agentic-platform,0,2026-09-26,AI Agent
puglife1015/wad-agentic-workflow,0,2026-09-26,AI Agent
GeekyNerd2005/agentic-rag-mano,0,2026-09-26,AI Agent
manangupta12/FlashEats_Agentic,0,2026-09-26,AI Agent
musicofthings/agentic_ai_ebook,0,2026-09-26,AI Agent
rajkumar1816/agrovision-agentic-ai,0,2026-09-26,AI Agent
jracostab/agentic-scrum-development,0,2026-09-26,AI Agent
kotlasuhas07/Agentic-Schedule-Assistant,0,2026-09-26,AI Agent
AAH20/agentic-conformance-eval,0,2026-09-26,AI Agent
techdiaz1/ascendion_repo_agentic,1,2026-09-26,AI Agent
ajeaneudesc-blip/agentic-nervous-system,0,2026-09-26,AI Agent
Misaka0x272F/agentic-freecad-exp,1,2026-09-26,AI Agent
SahilAgarwal2004/agentic-fact-checker,0,2026-09-26,AI Agent
tejupramod/my-agentic-workshop,0,2026-09-26,AI Agent
jasducky/fde-agentic-router,0,2026-09-26,AI Agent
Mandarbhat27/agentic-code-intelligence,0,2026-09-26,AI Agent
NirmalKumar31/agentic-analytics-engine,0,2026-09-26,AI Agent
riteshsagrawal/nano-agentic-platform,0,2026-09-26,AI Agent
Gayu2003-dangi/Agentic_Chatbot_Project,0,2026-09-26,AI Agent
dr11m/agentic_madness_articles,0,2026-09-26,AI Agent
